masa;paksha;tithi;start;end;start_sunrise;next_day_sunrise;third_day_sunrise;date;type
Govinda;K;Dvitīya;2022-02-17 10:25;2022-02-18 10:19;2022-02-17 06:53;2022-02-18 06:52;2022-02-19 06:51;2022-02-18;shuddha
Govinda;K;Tṛtīya;2022-02-18 10:19;2022-02-19 09:43;2022-02-18 06:52;2022-02-19 06:51;2022-02-20 06:50;2022-02-19;shuddha
Govinda;K;Chaturthī;2022-02-19 09:43;2022-02-20 08:39;2022-02-19 06:51;2022-02-20 06:50;2022-02-21 06:49;2022-02-20;shuddha
Govinda;K;Pañchamī;2022-02-20 08:39;2022-02-21 07:11;2022-02-20 06:50;2022-02-21 06:49;2022-02-22 06:47;2022-02-21;shuddha
Govinda;K;Śaṣṭhī;2022-02-21 07:11;2022-02-22 05:24;2022-02-21 06:49;2022-02-22 06:47;2022-02-23 06:46;2022-02-21;kshaya
Govinda;K;Saptamī;2022-02-22 05:24;2022-02-23 03:20;2022-02-22 06:47;2022-02-23 06:46;2022-02-24 06:45;2022-02-22;shuddha
Govinda;K;Aṣṭamī;2022-02-23 03:20;2022-02-24 01:06;2022-02-23 06:46;2022-02-24 06:45;2022-02-25 06:43;2022-02-23;shuddha
Govinda;K;Navamī;2022-02-24 01:06;2022-02-24 22:45;2022-02-24 06:45;2022-02-25 06:43;2022-02-26 06:42;2022-02-24;shuddha
Govinda;K;Daśamī;2022-02-24 22:45;2022-02-25 20:21;2022-02-24 06:45;2022-02-25 06:43;2022-02-26 06:42;2022-02-25;shuddha
Govinda;K;Ekādaśī;2022-02-25 20:21;2022-02-26 18:01;2022-02-25 06:43;2022-02-26 06:42;2022-02-27 06:41;2022-02-26;shuddha
Govinda;K;Dvādaśī;2022-02-26 18:01;2022-02-27 15:51;2022-02-26 06:42;2022-02-27 06:41;2022-02-28 06:39;2022-02-27;shuddha
Govinda;K;Trayodaśī;2022-02-27 15:51;2022-02-28 13:52;2022-02-27 06:41;2022-02-28 06:39;2022-03-01 06:38;2022-02-28;shuddha
Govinda;K;Chaturdaśī;2022-02-28 13:52;2022-03-01 12:09;2022-02-28 06:39;2022-03-01 06:38;2022-03-02 06:37;2022-03-01;shuddha
Govinda;K;Amāvasyā;2022-03-01 12:09;2022-03-02 10:49;2022-03-01 06:38;2022-03-02 06:37;2022-03-03 06:35;2022-03-02;shuddha
Govinda;G;Pratipad;2022-03-02 10:49;2022-03-03 09:52;2022-03-02 06:37;2022-03-03 06:35;2022-03-04 06:34;2022-03-03;shuddha
Govinda;G;Dvitīya;2022-03-03 09:52;2022-03-04 09:24;2022-03-03 06:35;2022-03-04 06:34;2022-03-05 06:33;2022-03-04;shuddha
Govinda;G;Tṛtīya;2022-03-04 09:24;2022-03-05 09:25;2022-03-04 06:34;2022-03-05 06:33;2022-03-06 06:31;2022-03-05;shuddha
Govinda;G;Chaturthī;2022-03-05 09:25;2022-03-06 09:58;2022-03-05 06:33;2022-03-06 06:31;2022-03-07 06:30;2022-03-06;shuddha
Govinda;G;Pañchamī;2022-03-06 09:58;2022-03-07 11:01;2022-03-06 06:31;2022-03-07 06:30;2022-03-08 06:28;2022-03-07;shuddha
Govinda;G;Śaṣṭhī;2022-03-07 11:01;2022-03-08 12:30;2022-03-07 06:30;2022-03-08 06:28;2022-03-09 06:27;2022-03-08;shuddha
Govinda;G;Saptamī;2022-03-08 12:30;2022-03-09 14:19;2022-03-08 06:28;2022-03-09 06:27;2022-03-10 06:25;2022-03-09;shuddha
Govinda;G;Aṣṭamī;2022-03-09 14:19;2022-03-10 16:23;2022-03-09 06:27;2022-03-10 06:25;2022-03-11 06:24;2022-03-10;shuddha
Govinda;G;Navamī;2022-03-10 16:23;2022-03-11 18:29;2022-03-10 06:25;2022-03-11 06:24;2022-03-12 06:23;2022-03-11;shuddha
Govinda;G;Daśamī;2022-03-11 18:29;2022-03-12 20:29;2022-03-11 06:24;2022-03-12 06:23;2022-03-13 07:21;2022-03-12;shuddha
Govinda;G;Ekādaśī;2022-03-12 20:29;2022-03-13 23:13;2022-03-12 06:23;2022-03-13 07:21;2022-03-14 07:20;2022-03-13;shuddha
Govinda;G;Dvādaśī;2022-03-13 23:13;2022-03-15 00:33;2022-03-13 07:21;2022-03-14 07:20;2022-03-15 07:18;2022-03-15;shuddha
Govinda;G;Trayodaśī;2022-03-15 00:33;2022-03-16 01:26;2022-03-15 07:18;2022-03-16 07:17;2022-03-17 07:15;2022-03-15;shuddha
Govinda;G;Chaturdaśī;2022-03-16 01:26;2022-03-17 01:48;2022-03-16 07:17;2022-03-17 07:15;;2022-03-16;shuddha
Govinda;G;Pūrṇimā;2022-03-17 01:48;2022-03-18 01:38;2022-03-17 07:15;;;2022-03-17;shuddha
