masa;paksha;tithi;start;end;start_sunrise;next_day_sunrise;sunset;date;arunoday;type;nakshatra_name;nakshatra_start;nakshatra_end
Vāman;G;Dvādaśī;2021-07-20 05:28;2021-07-21 03:01;2021-07-20 06:03;2021-07-21 06:04;2021-07-20 20:24;2021-07-20;2021-07-20 04:27;viddha;;;
Vāman;G;Trayodaśī;2021-07-21 03:01;2021-07-22 00:41;2021-07-21 06:04;2021-07-22 06:05;2021-07-21 20:23;2021-07-21;2021-07-21 04:28;shuddha;;;
Vāman;G;Chaturdaśī;2021-07-22 00:41;2021-07-22 22:33;2021-07-22 06:05;2021-07-23 06:06;2021-07-22 20:22;2021-07-22;2021-07-22 04:29;shuddha;;;
Vāman;G;Pūrṇimā;2021-07-22 22:33;2021-07-23 20:39;2021-07-22 06:05;2021-07-23 06:06;2021-07-22 20:22;2021-07-23;2021-07-23 04:30;shuddha;;;
Śrīdhar;K;Pratipad;2021-07-23 20:39;2021-07-24 19:07;2021-07-23 06:06;2021-07-24 06:07;2021-07-23 20:22;2021-07-24;2021-07-24 04:31;shuddha;;;
Śrīdhar;K;Dvitīya;2021-07-24 19:07;2021-07-25 18:07;2021-07-24 06:07;2021-07-25 06:07;2021-07-24 20:21;2021-07-25;2021-07-25 04:31;shuddha;;;
Śrīdhar;K;Tṛtīya;2021-07-25 18:07;2021-07-26 17:15;2021-07-25 06:07;2021-07-26 06:08;2021-07-25 20:20;2021-07-26;2021-07-26 04:32;shuddha;;;
Śrīdhar;K;Chaturthī;2021-07-26 17:15;2021-07-27 17:03;2021-07-26 06:08;2021-07-27 06:09;2021-07-26 20:19;2021-07-27;2021-07-27 04:33;shuddha;;;
Śrīdhar;K;Pañchamī;2021-07-27 17:03;2021-07-28 17:22;2021-07-27 06:09;2021-07-28 06:10;2021-07-27 20:18;2021-07-28;2021-07-28 04:34;shuddha;;;
Śrīdhar;K;Śaṣṭhī;2021-07-28 17:22;2021-07-29 18:12;2021-07-28 06:10;2021-07-29 06:10;2021-07-28 20:18;2021-07-29;2021-07-29 04:34;shuddha;;;
Śrīdhar;K;Saptamī;2021-07-29 18:12;2021-07-30 19:29;2021-07-29 06:10;2021-07-30 06:11;2021-07-29 20:17;2021-07-30;2021-07-30 04:35;shuddha;;;
Śrīdhar;K;Aṣṭamī;2021-07-30 19:29;2021-07-31 21:07;2021-07-30 06:11;2021-07-31 06:12;2021-07-30 20:16;2021-07-31;2021-07-31 04:36;shuddha;;;
Śrīdhar;K;Navamī;2021-07-31 21:07;2021-08-01 23:03;2021-07-31 06:12;2021-08-01 06:13;2021-07-31 20:15;2021-08-01;2021-08-01 04:37;shuddha;;;
