masa;paksha;tithi;start;end;start_sunrise;next_day_sunrise;sunset;date;arunoday;type;nakshatra_name;nakshatra_start;nakshatra_end
Vāman;G;Śaṣṭhī;2021-07-15 03:05;2021-07-16 01:36;2021-07-15 04:53;2021-07-16 04:54;2021-07-15 20:00;2021-07-15;2021-07-15 03:17;shuddha;;;
Vāman;G;Saptamī;2021-07-16 01:36;2021-07-16 23:46;2021-07-16 04:54;2021-07-17 04:55;2021-07-16 19:59;2021-07-16;2021-07-16 03:18;shuddha;;;
Vāman;G;Aṣṭamī;2021-07-16 23:46;2021-07-17 21:40;2021-07-16 04:54;2021-07-17 04:55;2021-07-16 19:59;2021-07-17;2021-07-17 03:19;shuddha;;;
Vāman;G;Navamī;2021-07-17 21:40;2021-07-18 19:23;2021-07-17 04:55;2021-07-18 04:56;2021-07-17 19:58;2021-07-18;2021-07-18 03:20;shuddha;;;
Vāman;G;Daśamī;2021-07-18 19:23;2021-07-19 16:57;2021-07-18 04:56;2021-07-19 04:57;2021-07-18 19:57;2021-07-19;2021-07-19 03:21;shuddha;;;
Vāman;G;Ekādaśī;2021-07-19 16:57;2021-07-20 14:28;2021-07-19 04:57;2021-07-20 04:58;2021-07-19 19:57;2021-07-20;2021-07-20 03:22;shuddha;;;
Vāman;G;Dvādaśī;2021-07-20 14:28;2021-07-21 12:01;2021-07-20 04:58;2021-07-21 04:59;2021-07-20 19:56;2021-07-21;2021-07-21 03:23;shuddha;;;
Vāman;G;Trayodaśī;2021-07-21 12:01;2021-07-22 09:41;2021-07-21 04:59;2021-07-22 05:00;2021-07-21 19:55;2021-07-22;2021-07-22 03:24;shuddha;;;
Vāman;G;Chaturdaśī;2021-07-22 09:41;2021-07-23 07:33;2021-07-22 05:00;2021-07-23 05:01;2021-07-22 19:54;2021-07-23;2021-07-23 03:25;shuddha;;;
Vāman;G;Pūrṇimā;2021-07-23 07:33;2021-07-24 05:39;2021-07-23 05:01;2021-07-24 05:02;2021-07-23 19:53;2021-07-24;2021-07-24 03:26;shuddha;;;
Śrīdhar;K;Pratipad;2021-07-24 05:39;2021-07-25 04:07;2021-07-24 05:02;2021-07-25 05:03;2021-07-24 19:52;2021-07-25;2021-07-25 03:27;kshaya;;;
Śrīdhar;K;Dvitīya;2021-07-25 04:07;2021-07-26 03:07;2021-07-25 05:03;2021-07-26 05:04;2021-07-25 19:51;2021-07-25;2021-07-25 03:27;viddha;;;
Śrīdhar;K;Tṛtīya;2021-07-26 03:07;2021-07-27 02:15;2021-07-26 05:04;2021-07-27 05:05;2021-07-26 19:50;2021-07-26;2021-07-26 03:28;shuddha;;;
Śrīdhar;K;Chaturthī;2021-07-27 02:15;2021-07-28 02:03;2021-07-27 05:05;2021-07-28 05:06;2021-07-27 19:49;2021-07-27;2021-07-27 03:29;shuddha;;;
Śrīdhar;K;Pañchamī;2021-07-28 02:03;2021-07-29 02:22;2021-07-28 05:06;2021-07-29 05:07;2021-07-28 19:48;2021-07-28;2021-07-28 03:30;shuddha;;;
Śrīdhar;K;Śaṣṭhī;2021-07-29 02:22;2021-07-30 03:12;2021-07-29 05:07;2021-07-30 05:08;2021-07-29 19:47;2021-07-29;2021-07-29 03:31;shuddha;;;
Śrīdhar;K;Saptamī;2021-07-30 03:12;2021-07-31 04:29;2021-07-30 05:08;2021-07-31 05:09;2021-07-30 19:46;2021-07-30;2021-07-30 03:32;shuddha;;;
Śrīdhar;K;Aṣṭamī;2021-07-31 04:29;2021-08-01 06:07;2021-07-31 05:09;2021-08-01 05:10;2021-07-31 19:45;2021-07-31;2021-07-31 03:33;sampurna;;;
Śrīdhar;K;Navamī;2021-08-01 06:07;2021-08-02 08:03;2021-08-01 05:10;2021-08-02 05:11;2021-08-01 19:43;2021-08-02;2021-08-02 03:35;shuddha;;;
Śrīdhar;K;Daśamī;2021-08-02 08:03;2021-08-03 10:04;2021-08-02 05:11;2021-08-03 05:12;2021-08-02 19:42;2021-08-03;2021-08-03 03:36;shuddha;;;
Śrīdhar;K;Ekādaśī;2021-08-03 10:04;2021-08-04 12:02;2021-08-03 05:12;2021-08-04 05:13;2021-08-03 19:41;2021-08-04;2021-08-04 03:37;shuddha;;;
Śrīdhar;K;Dvādaśī;2021-08-04 12:02;2021-08-05 13:46;2021-08-04 05:13;2021-08-05 05:14;2021-08-04 19:40;2021-08-05;2021-08-05 03:38;shuddha;;;
Śrīdhar;K;Trayodaśī;2021-08-05 13:46;2021-08-06 15:08;2021-08-05 05:14;2021-08-06 05:15;2021-08-05 19:38;2021-08-06;2021-08-06 03:39;shuddha;;;
Śrīdhar;K;Chaturdaśī;2021-08-06 15:08;2021-08-07 16:06;2021-08-06 05:15;2021-08-07 05:16;2021-08-06 19:37;2021-08-07;2021-08-07 03:40;shuddha;;;
Śrīdhar;K;Amāvasyā;2021-08-07 16:06;2021-08-08 16:32;2021-08-07 05:16;2021-08-08 05:17;2021-08-07 19:36;2021-08-08;2021-08-08 03:41;shuddha;;;
Śrīdhar;G;Pratipad;2021-08-08 16:32;2021-08-09 16:28;2021-08-08 05:17;2021-08-09 05:19;2021-08-08 19:34;2021-08-09;2021-08-09 03:43;shuddha;;;
Śrīdhar;G;Dvitīya;2021-08-09 16:28;2021-08-10 15:54;2021-08-09 05:19;2021-08-10 05:20;2021-08-09 19:33;2021-08-10;2021-08-10 03:44;shuddha;;;
Śrīdhar;G;Tṛtīya;2021-08-10 15:54;2021-08-11 14:52;2021-08-10 05:20;2021-08-11 05:21;2021-08-10 19:31;2021-08-11;2021-08-11 03:45;shuddha;;;
Śrīdhar;G;Chaturthī;2021-08-11 14:52;2021-08-12 13:26;2021-08-11 05:21;2021-08-12 05:22;2021-08-11 19:30;2021-08-12;2021-08-12 03:46;shuddha;;;
